Date,ETF_Ticker,Stock_Ticker,Company_Name,Action,Shares_Change,Weight_Change
2026-08-17,AVUV,CARS,CARS.COM INC COMMON STOCK USD.01,Buy,3575.0,0.0
2026-08-17,AVUV,TH,TARGET HOSPITALITY CORP COMMON STOCK USD.0001,Buy,3562.0,0.0
2026-08-17,AVUV,QTTB,Q32 BIO INC COMMON STOCK USD.0001,Buy,3523.0,0.0
2026-08-17,AVUV,QDEL,QUIDELORTHO CORP COMMON STOCK USD.001,Buy,3432.0,0.01
2026-08-17,AVUV,SFBS,SERVISFIRST BANCSHARES INC COMMON STOCK USD.001,Buy,3419.0,0.01
2026-08-17,AVUV,UPBD,UPBOUND GROUP INC COMMON STOCK USD.01,Buy,3406.0,0.0
2026-08-17,AVUV,MAGN,MAGNERA CORP COMMON STOCK USD.01,Buy,3289.0,0.0
2026-08-17,AVUV,BVS,BIOVENTUS INC   A COMMON STOCK USD.001,Buy,3263.0,0.0
2026-08-17,AVUV,AZTA,AZENTA INC COMMON STOCK USD.01,Buy,3250.0,0.0
2026-08-17,AVUV,SWIM,LATHAM GROUP INC COMMON STOCK USD.0001,Buy,3237.0,0.0
2026-08-17,AVUV,LXU,LSB INDUSTRIES INC COMMON STOCK USD.1,Buy,3224.0,0.0
2026-08-17,AVUV,TALO,TALOS ENERGY INC COMMON STOCK,Buy,3211.0,0.01
2026-08-17,AVUV,KELYA,KELLY SERVICES INC  A COMMON STOCK USD1.0,Buy,3198.0,0.0
2026-08-17,AVUV,RUSHA,RUSH ENTERPRISES INC CL A COMMON STOCK USD.01,Buy,3198.0,0.01
2026-08-17,AVUV,CFFN,CAPITOL FEDERAL FINANCIAL IN COMMON STOCK USD.01,Buy,3185.0,0.0
2026-08-17,AVUV,OEC,ORION SA COMMON STOCK,Buy,3185.0,0.0
2026-08-17,AVUV,SWBI,SMITH + WESSON BRANDS INC COMMON STOCK USD.001,Buy,3159.0,-0.01
2026-08-17,AVUV,INGR,INGREDION INC COMMON STOCK USD.01,Buy,3133.0,0.0
2026-08-17,AVUV,SBH,SALLY BEAUTY HOLDINGS INC COMMON STOCK USD.01,Buy,3094.0,-0.01
2026-08-17,AVUV,WERN,WERNER ENTERPRISES INC COMMON STOCK USD.01,Buy,3068.0,0.0
2026-08-17,AVUV,MATV,MATIV HOLDINGS INC COMMON STOCK USD.1,Buy,3055.0,0.0
2026-08-17,AVUV,LRN,STRIDE INC COMMON STOCK USD.0001,Buy,3042.0,0.0
2026-08-17,AVUV,MGRC,MCGRATH RENTCORP COMMON STOCK,Buy,3029.0,0.0
2026-08-17,AVUV,NBTB,N B T BANCORP INC COMMON STOCK USD.01,Buy,2977.0,0.0
2026-08-17,AVUV,TRN,TRINITY INDUSTRIES INC COMMON STOCK USD.01,Buy,2925.0,0.0
2026-08-17,AVUV,GIC,GLOBAL INDUSTRIAL CO COMMON STOCK USD.01,Buy,2912.0,0.0
2026-08-17,AVUV,MTW,MANITOWOC COMPANY INC COMMON STOCK USD.01,Buy,2912.0,0.0
2026-08-17,AVUV,TROX,TRONOX HOLDINGS PLC COMMON STOCK USD.01,Buy,2847.0,0.0
2026-08-17,AVUV,HRMY,HARMONY BIOSCIENCES HOLDINGS COMMON STOCK USD.00001,Buy,2782.0,0.0
2026-08-17,AVUV,GRNT,GRANITE RIDGE RESOURCES INC COMMON STOCK USD.0001,Buy,2756.0,0.0
2026-08-17,AVUV,CVI,CVR ENERGY INC COMMON STOCK USD.01,Buy,2743.0,0.0
2026-08-17,AVUV,TRS,TRIMAS CORP COMMON STOCK USD.01,Buy,2678.0,0.0
2026-08-17,AVUV,INVX,INNOVEX INTERNATIONAL INC COMMON STOCK USD.01,Buy,2639.0,0.0
2026-08-17,AVUV,KRO,KRONOS WORLDWIDE INC COMMON STOCK USD.01,Buy,2639.0,0.0
2026-08-17,AVUV,KRP,KIMBELL ROYALTY PARTNERS LP UNIT,Buy,2639.0,0.01
2026-08-17,AVUV,RJET,REPUBLIC AIRWAYS HOLDINGS IN COMMON STOCK,Buy,2626.0,0.0
2026-08-17,AVUV,CENTA,CENTRAL GARDEN AND PET CO A COMMON STOCK USD.01,Buy,2587.0,0.0
2026-08-17,AVUV,TILE,INTERFACE INC COMMON STOCK USD.1,Buy,2587.0,0.0
2026-08-17,AVUV,BBSI,BARRETT BUSINESS SVCS INC COMMON STOCK USD.01,Buy,2561.0,0.0
2026-08-17,AVUV,PFS,PROVIDENT FINANCIAL SERVICES COMMON STOCK USD.01,Buy,2561.0,0.0
2026-08-17,AVUV,TRUP,TRUPANION INC COMMON STOCK USD.00001,Buy,2535.0,0.0
2026-08-17,AVUV,HOPE,HOPE BANCORP INC COMMON STOCK USD.001,Buy,2457.0,0.0
2026-08-17,AVUV,PRAA,PRA GROUP INC COMMON STOCK USD.01,Buy,2457.0,-0.01
2026-08-17,AVUV,FOSL,FOSSIL GROUP INC COMMON STOCK USD.01,Buy,2444.0,0.0
2026-08-17,AVUV,AVO,MISSION PRODUCE INC COMMON STOCK USD.001,Buy,2405.0,0.0
2026-08-17,AVUV,CBT,CABOT CORP COMMON STOCK USD1.0,Buy,2392.0,-0.01
2026-08-17,AVUV,EBS,EMERGENT BIOSOLUTIONS INC COMMON STOCK USD.001,Buy,2353.0,0.0
2026-08-17,AVUV,BYD,BOYD GAMING CORP COMMON STOCK USD.01,Buy,2340.0,0.0
2026-08-17,AVUV,CNR,CORE NATURAL RESOURCES INC COMMON STOCK USD.01,Buy,2340.0,0.0
2026-08-17,AVUV,NEWT,NEWTEKONE INC COMMON STOCK USD.02,Buy,2340.0,0.0
2026-08-17,AVUV,NUS,NU SKIN ENTERPRISES INC   A COMMON STOCK USD.001,Buy,2340.0,0.0
2026-08-17,AVUV,OII,OCEANEERING INTL INC COMMON STOCK USD.25,Buy,2301.0,0.02
2026-08-17,AVUV,CRK,COMSTOCK RESOURCES INC COMMON STOCK USD.5,Buy,2288.0,-0.01
2026-08-17,AVUV,BUSE,FIRST BUSEY CORP COMMON STOCK USD.001,Buy,2262.0,0.0
2026-08-17,AVUV,EGY,VAALCO ENERGY INC COMMON STOCK USD.1,Buy,2210.0,0.01
2026-08-17,AVUV,NBBK,NB BANCORP INC COMMON STOCK USD.01,Buy,2184.0,0.0
2026-08-17,AVUV,FBP,FIRST BANCORP PUERTO RICO COMMON STOCK USD.1,Buy,2171.0,0.0
2026-08-17,AVUV,SLDE,SLIDE INSURANCE HOLDINGS INC COMMON STOCK USD.01,Buy,2158.0,0.0
2026-08-17,AVUV,UNFI,UNITED NATURAL FOODS INC COMMON STOCK USD.01,Buy,2158.0,0.0
2026-08-17,AVUV,IPAR,INTERPARFUMS INC COMMON STOCK USD.001,Buy,2145.0,0.0
2026-08-17,AVUV,CROX,CROCS INC COMMON STOCK USD.001,Buy,2119.0,0.0
2026-08-17,AVUV,HP,HELMERICH + PAYNE COMMON STOCK USD.1,Buy,2106.0,0.0
2026-08-17,AVUV,PARR,PAR PACIFIC HOLDINGS INC COMMON STOCK USD.01,Buy,2106.0,0.02
2026-08-17,AVUV,ACEL,ACCEL ENTERTAINMENT INC COMMON STOCK USD.0001,Buy,2067.0,0.0
2026-08-17,AVUV,KSS,KOHLS CORP COMMON STOCK USD.01,Buy,2067.0,0.0
2026-08-17,AVUV,TPC,TUTOR PERINI CORP COMMON STOCK USD1.0,Buy,2067.0,0.0
2026-08-17,AVUV,HOG,HARLEY DAVIDSON INC COMMON STOCK USD.01,Buy,2054.0,-0.01
2026-08-17,AVUV,FLWS,1 800 FLOWERS.COM INC CL A COMMON STOCK USD.01,Buy,2041.0,0.0
2026-08-17,AVUV,SKYW,SKYWEST INC COMMON STOCK,Buy,2015.0,-0.01
2026-08-17,AVUV,ARDT,ARDENT HEALTH INC COMMON STOCK USD.01,Buy,2002.0,0.0
2026-08-17,AVUV,LEA,LEAR CORP COMMON STOCK USD.01,Buy,2002.0,0.01
2026-08-17,AVUV,BNED,BARNES + NOBLE EDUCATION INC COMMON STOCK USD.01,Buy,1963.0,0.0
2026-08-17,AVUV,CMRE,COSTAMARE INC COMMON STOCK USD.0001,Buy,1963.0,0.0
2026-08-17,AVUV,EBF,ENNIS INC COMMON STOCK USD2.5,Buy,1963.0,0.0
2026-08-17,AVUV,YETI,YETI HOLDINGS INC COMMON STOCK USD.01,Buy,1937.0,-0.01
2026-08-17,AVUV,GATX,GATX CORP COMMON STOCK USD.625,Buy,1924.0,0.01
2026-08-17,AVUV,HIPO,HIPPO HOLDINGS INC COMMON STOCK USD.0001,Buy,1872.0,0.0
2026-08-17,AVUV,NRDS,NERDWALLET INC CL A COMMON STOCK USD.0001,Buy,1872.0,0.0
2026-08-17,AVUV,SNDR,SCHNEIDER NATIONAL INC CL B COMMON STOCK,Buy,1846.0,0.0
2026-08-17,AVUV,RUN,SUNRUN INC COMMON STOCK USD.0001,Buy,1833.0,0.0
2026-08-17,AVUV,ATKR,ATKORE INC COMMON STOCK USD.01,Buy,1794.0,0.0
2026-08-17,AVUV,PRGO,PERRIGO CO PLC COMMON STOCK EUR.001,Buy,1794.0,0.0
2026-08-17,AVUV,SCSC,SCANSOURCE INC COMMON STOCK,Buy,1794.0,-0.01
2026-08-17,AVUV,GCT,GIGACLOUD TECHNOLOGY INC   A COMMON STOCK USD.05,Buy,1755.0,0.0
2026-08-17,AVUV,SPNT,SIRIUSPOINT LTD COMMON STOCK USD.1,Buy,1755.0,0.0
2026-08-17,AVUV,TTAM,TITAN AMERICA SA COMMON STOCK,Buy,1755.0,0.0
2026-08-17,AVUV,SLVM,SYLVAMO CORP COMMON STOCK USD1.0,Buy,1742.0,-0.01
2026-08-17,AVUV,PII,POLARIS INC COMMON STOCK USD.01,Buy,1729.0,-0.01
2026-08-17,AVUV,AIN,ALBANY INTL CORP CL A COMMON STOCK USD.001,Buy,1716.0,0.0
2026-08-17,AVUV,CNOB,CONNECTONE BANCORP INC COMMON STOCK,Buy,1703.0,0.0
2026-08-17,AVUV,PBYI,PUMA BIOTECHNOLOGY INC COMMON STOCK USD.0001,Buy,1703.0,0.0
2026-08-17,AVUV,ESNT,ESSENT GROUP LTD COMMON STOCK USD.015,Buy,1690.0,0.0
2026-08-17,AVUV,MTRX,MATRIX SERVICE CO COMMON STOCK USD.01,Buy,1690.0,0.0
2026-08-17,AVUV,NX,QUANEX BUILDING PRODUCTS COMMON STOCK USD.01,Buy,1690.0,0.0
2026-08-17,AVUV,PRDO,PERDOCEO EDUCATION CORP COMMON STOCK USD.01,Buy,1690.0,0.0
2026-08-17,AVUV,WFRD,WEATHERFORD INTERNATIONAL PL COMMON STOCK USD.001,Buy,1677.0,0.0
2026-08-17,AVUV,NVGS,NAVIGATOR HOLDINGS LTD COMMON STOCK,Buy,1625.0,0.0
2026-08-17,AVUV,EPAM,EPAM SYSTEMS INC COMMON STOCK USD.001,Buy,1612.0,0.0
2026-08-17,AVUV,TITN,TITAN MACHINERY INC COMMON STOCK USD.00001,Buy,1612.0,0.0
2026-08-17,AVUV,ASO,ACADEMY SPORTS + OUTDOORS IN COMMON STOCK USD.01,Buy,1599.0,-0.01
2026-08-17,AVUV,CMP,COMPASS MINERALS INTERNATION COMMON STOCK USD.01,Buy,1599.0,-0.01
2026-08-17,AVUV,BANF,BANCFIRST CORP COMMON STOCK USD1.0,Buy,1573.0,0.0
2026-08-17,AVUV,LOB,LIVE OAK BANCSHARES INC COMMON STOCK,Buy,1573.0,0.0
2026-08-17,AVUV,GLIBK,LIBERTY CAPITAL CORP CL C COMMON STOCK USD.01,Buy,1560.0,-0.01
2026-08-17,AVUV,INSW,INTERNATIONAL SEAWAYS INC COMMON STOCK,Buy,1560.0,0.01
2026-08-17,AVUV,RDN,RADIAN GROUP INC COMMON STOCK USD.001,Buy,1560.0,0.0
2026-08-17,AVUV,TK,TEEKAY CORP LTD COMMON STOCK USD.001,Buy,1560.0,0.01
2026-08-17,AVUV,ANIP,ANI PHARMACEUTICALS INC COMMON STOCK USD.0001,Buy,1547.0,0.0
2026-08-17,AVUV,UPWK,UPWORK INC COMMON STOCK USD.0001,Buy,1547.0,0.0
2026-08-17,AVUV,HELE,HELEN OF TROY LTD COMMON STOCK USD.1,Buy,1508.0,0.0
2026-08-17,AVUV,OZK,BANK OZK COMMON STOCK,Buy,1508.0,-0.01
2026-08-17,AVUV,ARCB,ARCBEST CORP COMMON STOCK USD.01,Buy,1469.0,0.01
2026-08-17,AVUV,CNO,CNO FINANCIAL GROUP INC COMMON STOCK USD.01,Buy,1443.0,0.0
2026-08-17,AVUV,HHH,HOWARD HUGHES HOLDINGS INC COMMON STOCK,Buy,1443.0,0.0
2026-08-17,AVUV,CRI,CARTER S INC COMMON STOCK USD.01,Buy,1430.0,0.0
2026-08-17,AVUV,SIGI,SELECTIVE INSURANCE GROUP COMMON STOCK USD2.0,Buy,1430.0,-0.01
2026-08-17,AVUV,URBN,URBAN OUTFITTERS INC COMMON STOCK USD.0001,Buy,1404.0,-0.01
2026-08-17,AVUV,MATX,MATSON INC COMMON STOCK,Buy,1378.0,0.02
2026-08-17,AVUV,ALGT,ALLEGIANT TRAVEL CO COMMON STOCK USD.001,Buy,1326.0,0.0
2026-08-17,AVUV,ANF,ABERCROMBIE + FITCH CO CL A COMMON STOCK USD.01,Buy,1313.0,-0.01
2026-08-17,AVUV,SKWD,SKYWARD SPECIALTY INSURANCE COMMON STOCK USD.01,Buy,1313.0,0.0
2026-08-17,AVUV,CAKE,CHEESECAKE FACTORY INC/THE COMMON STOCK USD.01,Buy,1287.0,-0.03
2026-08-17,AVUV,CLMB,CLIMB GLOBAL SOLUTIONS INC COMMON STOCK USD.01,Buy,1287.0,0.0
2026-08-17,AVUV,EPSN,EPSILON ENERGY LTD COMMON STOCK,Buy,1287.0,0.0
2026-08-17,AVUV,OPRT,OPORTUN FINANCIAL CORP COMMON STOCK USD.0001,Buy,1287.0,0.0
2026-08-17,AVUV,THRM,GENTHERM INC COMMON STOCK,Buy,1287.0,-0.01
2026-08-17,AVUV,KBH,KB HOME COMMON STOCK USD1.0,Buy,1274.0,0.0
2026-08-17,AVUV,MCS,MARCUS CORPORATION COMMON STOCK USD1.0,Buy,1274.0,0.0
2026-08-17,AVUV,GBX,GREENBRIER COMPANIES INC COMMON STOCK,Buy,1248.0,0.01
2026-08-17,AVUV,ARHS,ARHAUS INC COMMON STOCK USD.001,Buy,1235.0,0.0
2026-08-17,AVUV,CWBC,COMMUNITY WEST BANCSHARES COMMON STOCK,Buy,1235.0,0.0
2026-08-17,AVUV,AMTB,AMERANT BANCORP INC COMMON STOCK USD.1,Buy,1209.0,0.0
2026-08-17,AVUV,LCUT,LIFETIME BRANDS INC COMMON STOCK USD.01,Buy,1209.0,0.0
2026-08-17,AVUV,NMIH,NMI HOLDINGS INC COMMON STOCK USD.01,Buy,1209.0,0.0
2026-08-17,AVUV,BOW,BOWHEAD SPECIALTY HOLDINGS I COMMON STOCK USD.01,Buy,1183.0,0.0
2026-08-17,AVUV,KE,KIMBALL ELECTRONICS INC COMMON STOCK,Buy,1183.0,0.0
2026-08-17,AVUV,OIS,OIL STATES INTERNATIONAL INC COMMON STOCK USD.01,Buy,1183.0,0.01
2026-08-17,AVUV,CATY,CATHAY GENERAL BANCORP COMMON STOCK USD.01,Buy,1170.0,-0.01
2026-08-17,AVUV,LOVE,LOVESAC CO/THE COMMON STOCK USD.00001,Buy,1170.0,0.0
2026-08-17,AVUV,AMSF,AMERISAFE INC COMMON STOCK USD.01,Buy,1157.0,0.0
2026-08-17,AVUV,DCOM,DIME COMMERCIAL BANCSHARES I COMMON STOCK USD.01,Buy,1157.0,0.0
2026-08-17,AVUV,TG,TREDEGAR CORP COMMON STOCK,Buy,1157.0,0.0
2026-08-17,AVUV,ASLE,AERSALE CORP COMMON STOCK USD.0001,Buy,1144.0,0.0
2026-08-17,AVUV,RIGL,RIGEL PHARMACEUTICALS INC COMMON STOCK USD.001,Buy,1144.0,0.0
2026-08-17,AVUV,CIVB,CIVISTA BANCSHARES INC COMMON STOCK,Buy,1131.0,0.01
2026-08-17,AVUV,LKFN,LAKELAND FINANCIAL CORP COMMON STOCK,Buy,1131.0,0.0
2026-08-17,AVUV,MPB,MID PENN BANCORP INC COMMON STOCK USD1.0,Buy,1131.0,0.0
2026-08-17,AVUV,INFU,INFUSYSTEM HOLDINGS INC COMMON STOCK USD.0001,Buy,1118.0,0.0
2026-08-17,AVUV,PVH,PVH CORP COMMON STOCK USD1.0,Buy,1118.0,-0.02
2026-08-17,AVUV,AMPH,AMPHASTAR PHARMACEUTICALS IN COMMON STOCK USD.0001,Buy,1092.0,0.0
2026-08-17,AVUV,TDW,TIDEWATER INC COMMON STOCK,Buy,1092.0,0.0
2026-08-17,AVUV,VFF,VILLAGE FARMS INTERNATIONAL COMMON STOCK,Buy,1092.0,0.0
2026-08-17,AVUV,MLR,MILLER INDUSTRIES INC/TENN COMMON STOCK USD.01,Buy,1079.0,0.0
2026-08-17,AVUV,WAFD,WAFD INC COMMON STOCK USD1.0,Buy,1079.0,0.0
2026-08-17,AVUV,BKU,BANKUNITED INC COMMON STOCK USD.01,Buy,1066.0,0.0
2026-08-17,AVUV,GDOT,GREEN DOT CORP CLASS A COMMON STOCK USD.001,Buy,1053.0,0.0
2026-08-17,AVUV,HZO,MARINEMAX INC COMMON STOCK USD.001,Buy,1053.0,0.0
2026-08-17,AVUV,TRMK,TRUSTMARK CORP COMMON STOCK,Buy,1053.0,0.0
2026-08-17,AVUV,CVLG,COVENANT LOGISTICS GROUP INC COMMON STOCK USD.01,Buy,1040.0,0.0
2026-08-17,AVUV,TCBI,TEXAS CAPITAL BANCSHARES INC COMMON STOCK USD.01,Buy,1027.0,0.0
2026-08-17,AVUV,CBRL,CRACKER BARREL OLD COUNTRY COMMON STOCK USD.01,Buy,1014.0,0.01
2026-08-17,AVUV,ESOA,ENERGY SERVICES OF AMERICA COMMON STOCK USD.0001,Buy,1001.0,0.0
2026-08-17,AVUV,AX,AXOS FINANCIAL INC COMMON STOCK USD.01,Buy,988.0,-0.02
2026-08-17,AVUV,CRCT,CRICUT INC   CLASS A COMMON STOCK USD.001,Buy,988.0,-0.01
2026-08-17,AVUV,EPM,EVOLUTION PETROLEUM CORP COMMON STOCK USD.001,Buy,988.0,0.0
2026-08-17,AVUV,APOG,APOGEE ENTERPRISES INC COMMON STOCK USD.333,Buy,975.0,0.0
2026-08-17,AVUV,SIG,SIGNET JEWELERS LTD COMMON STOCK USD.18,Buy,962.0,-0.02
2026-08-17,AVUV,HOFT,HOOKER FURNISHINGS CORP COMMON STOCK,Buy,949.0,0.0
2026-08-17,AVUV,PLGO,PELAGOS INSURANCE CAPITAL LT COMMON STOCK USD.01,Buy,949.0,0.0
2026-08-17,AVUV,FNRN,FIRST NORTHERN COMMUNITY BAN COMMON STOCK,Buy,936.0,0.0
2026-08-17,AVUV,VTS,VITESSE ENERGY INC COMMON STOCK USD.01,Buy,936.0,0.0
2026-08-17,AVUV,FSTR,FOSTER (LB) CO A COMMON STOCK USD.01,Buy,923.0,0.0
2026-08-17,AVUV,SCL,STEPAN CO COMMON STOCK USD1.0,Buy,923.0,0.0
2026-08-17,AVUV,SND,SMART SAND INC COMMON STOCK USD.001,Buy,923.0,0.0
2026-08-17,AVUV,PDLB,PONCE FINANCIAL GROUP INC COMMON STOCK USD.01,Buy,910.0,0.0
2026-08-17,AVUV,SMP,STANDARD MOTOR PRODS COMMON STOCK USD2.0,Buy,910.0,0.0
2026-08-17,AVUV,SPB,SPECTRUM BRANDS HOLDINGS INC COMMON STOCK USD.01,Buy,910.0,-0.01
2026-08-17,AVUV,FG,F+G ANNUITIES + LIFE INC COMMON STOCK USD.001,Buy,897.0,0.0
2026-08-17,AVUV,JJSF,J + J SNACK FOODS CORP COMMON STOCK,Buy,897.0,0.0
2026-08-17,AVUV,AMRC,AMERESCO INC CL A COMMON STOCK USD.0001,Buy,884.0,0.0
2026-08-17,AVUV,BCAL,CALIFORNIA BANCORP COMMON STOCK USD.01,Buy,884.0,0.0
2026-08-17,AVUV,CARE,CARTER BANKSHARES INC COMMON STOCK USD1.0,Buy,884.0,0.0
2026-08-17,AVUV,KRT,KARAT PACKAGING INC COMMON STOCK USD.001,Buy,884.0,0.0
2026-08-17,AVUV,CHCO,CITY HOLDING CO COMMON STOCK USD2.5,Buy,871.0,0.0
2026-08-17,AVUV,LPG,DORIAN LPG LTD COMMON STOCK USD.01,Buy,871.0,0.01
2026-08-17,AVUV,WASH,WASHINGTON TRUST BANCORP COMMON STOCK USD.0625,Buy,871.0,0.0
2026-08-17,AVUV,BANR,BANNER CORPORATION COMMON STOCK USD.01,Buy,858.0,0.0
2026-08-17,AVUV,BFH,BREAD FINANCIAL HOLDINGS INC COMMON STOCK USD.01,Buy,858.0,-0.01
2026-08-17,AVUV,IBEX,IBEX LTD COMMON STOCK USD.0001,Buy,858.0,0.0
2026-08-17,AVUV,SD,SANDRIDGE ENERGY INC COMMON STOCK USD.001,Buy,845.0,0.0
2026-08-17,AVUV,FISI,FINANCIAL INSTITUTIONS INC COMMON STOCK USD.01,Buy,832.0,0.0
2026-08-17,AVUV,OPBK,OP BANCORP COMMON STOCK,Buy,806.0,0.0
2026-08-17,AVUV,PKOH,PARK OHIO HOLDINGS CORP COMMON STOCK USD1.0,Buy,806.0,0.0
2026-08-17,AVUV,WS,WORTHINGTON STEEL INC COMMON STOCK USD.0001,Buy,793.0,0.0
2026-08-17,AVUV,AMCX,AMC GLOBAL MEDIA INC COMMON STOCK,Buy,780.0,0.0
2026-08-17,AVUV,BKV,BKV CORPORATION COMMON STOCK USD.01,Buy,780.0,0.0
2026-08-17,AVUV,CCNE,CNB FINANCIAL CORP/PA COMMON STOCK,Buy,780.0,0.0
2026-08-17,AVUV,ISTR,INVESTAR HOLDING CORP COMMON STOCK USD1.0,Buy,780.0,0.0
2026-08-17,AVUV,APC,ARKO PETROLEUM CORP COMMON STOCK,Buy,767.0,0.0
2026-08-17,AVUV,BHB,BAR HARBOR BANKSHARES COMMON STOCK USD2.0,Buy,767.0,0.0
2026-08-17,AVUV,ECPG,ENCORE CAPITAL GROUP INC COMMON STOCK USD.01,Buy,754.0,0.0
2026-08-17,AVUV,GLOB,GLOBANT SA COMMON STOCK USD1.2,Buy,754.0,0.0
2026-08-17,AVUV,JAKK,JAKKS PACIFIC INC COMMON STOCK USD.001,Buy,754.0,0.0
2026-08-17,AVUV,FOR,FORESTAR GROUP INC COMMON STOCK USD1.0,Buy,741.0,0.0
2026-08-17,AVUV,HPK,HIGHPEAK ENERGY INC COMMON STOCK USD.0001,Buy,741.0,0.0
2026-08-17,AVUV,NPB,NORTHPOINTE BANCSHARES INC COMMON STOCK NPV,Buy,741.0,0.0
2026-08-17,AVUV,SRI,STONERIDGE INC COMMON STOCK,Buy,728.0,0.0
2026-08-17,AVUV,PEBO,PEOPLES BANCORP INC COMMON STOCK,Buy,715.0,0.0
2026-08-17,AVUV,RNGR,RANGER ENERGY SERVICES CL A COMMON STOCK,Buy,715.0,0.0
2026-08-17,AVUV,NGVC,NATURAL GROCERS BY VITAMIN C COMMON STOCK USD.001,Buy,702.0,0.0
2026-08-17,AVUV,NWPX,NWPX INFRASTRUCTURE INC COMMON STOCK USD.01,Buy,702.0,0.01
2026-08-17,AVUV,BJRI,BJ S RESTAURANTS INC COMMON STOCK,Buy,689.0,0.0
2026-08-17,AVUV,DBI,DESIGNER BRANDS INC CLASS A COMMON STOCK,Buy,676.0,0.0
2026-08-17,AVUV,GOLD,GOLD.COM INC COMMON STOCK USD.01,Buy,676.0,0.01
2026-08-17,AVUV,LZB,LA Z BOY INC COMMON STOCK USD1.0,Buy,676.0,0.0
2026-08-17,AVUV,REPX,RILEY EXPLORATION PERMIAN IN COMMON STOCK USD.001,Buy,663.0,0.0
2026-08-17,AVUV,ASIX,ADVANSIX INC COMMON STOCK USD.01,Buy,650.0,0.0
2026-08-17,AVUV,CBAN,COLONY BANKCORP COMMON STOCK USD1.0,Buy,650.0,0.0
2026-08-17,AVUV,FVCB,FVCBANKCORP INC COMMON STOCK USD.01,Buy,637.0,0.0
2026-08-17,AVUV,GCO,GENESCO INC COMMON STOCK USD1.0,Buy,637.0,0.0
2026-08-17,AVUV,MED,MEDIFAST INC COMMON STOCK USD.001,Buy,637.0,0.0
2026-08-17,AVUV,IMKTA,INGLES MARKETS INC CLASS A COMMON STOCK USD.05,Buy,611.0,0.0
2026-08-17,AVUV,UFCS,UNITED FIRE GROUP INC COMMON STOCK USD.001,Buy,611.0,0.0
2026-08-17,AVUV,COFS,CHOICEONE FINANCIAL SVCS INC COMMON STOCK,Buy,598.0,0.0
2026-08-17,AVUV,FNLC,FIRST BANCORP INC/ME COMMON STOCK USD.01,Buy,598.0,0.0
2026-08-17,AVUV,NWFL,NORWOOD FINANCIAL CORP COMMON STOCK USD.1,Buy,598.0,0.0
2026-08-17,AVUV,PCB,PCB BANCORP COMMON STOCK,Buy,598.0,0.0
2026-08-17,AVUV,HBB,HAMILTON BEACH BRAND A COMMON STOCK USD.01,Buy,585.0,0.0
2026-08-17,AVUV,UVE,UNIVERSAL INSURANCE HOLDINGS COMMON STOCK USD.01,Buy,585.0,0.0
2026-08-17,AVUV,CAC,CAMDEN NATIONAL CORP COMMON STOCK,Buy,572.0,0.0
2026-08-17,AVUV,FMAO,FARMERS + MERCHANTS BANCO/OH COMMON STOCK,Buy,572.0,0.0
2026-08-17,AVUV,FRBA,FIRST BANK/HAMILTON NJ COMMON STOCK USD.01,Buy,559.0,0.0
2026-08-17,AVUV,GLRE,GREENLIGHT CAPITAL RE LTD A COMMON STOCK USD.01,Buy,559.0,0.0
2026-08-17,AVUV,MCY,MERCURY GENERAL CORP COMMON STOCK,Buy,559.0,0.0
2026-08-17,AVUV,MSBI,MIDLAND STATES BANCORP INC COMMON STOCK USD.01,Buy,559.0,0.0
2026-08-17,AVUV,VTOL,BRISTOW GROUP INC COMMON STOCK USD.01,Buy,559.0,0.0
2026-08-17,AVUV,IPI,INTREPID POTASH INC COMMON STOCK USD.001,Buy,546.0,0.0
2026-08-17,AVUV,NATR,NATURES SUNSHINE PRODS INC COMMON STOCK,Buy,546.0,0.0
2026-08-17,AVUV,USCB,USCB FINANCIAL HOLDINGS INC COMMON STOCK,Buy,546.0,0.0
2026-08-17,AVUV,COLM,COLUMBIA SPORTSWEAR CO COMMON STOCK,Buy,533.0,0.0
2026-08-17,AVUV,OSBC,OLD SECOND BANCORP INC COMMON STOCK USD1.0,Buy,533.0,0.0
2026-08-17,AVUV,WEYS,WEYCO GROUP INC COMMON STOCK USD1.0,Buy,533.0,0.0
2026-08-17,AVUV,JBSS,JOHN B. SANFILIPPO + SON INC COMMON STOCK USD.01,Buy,520.0,0.0
2026-08-17,AVUV,LCII,LCI INDUSTRIES COMMON STOCK USD.01,Buy,520.0,0.0
2026-08-17,AVUV,ACIC,AMERICAN COASTAL INSURANCE C COMMON STOCK USD.0001,Buy,507.0,0.0
2026-08-17,AVUV,AII,AMERICAN INTEGRITY INSURANCE COMMON STOCK USD.001,Buy,507.0,0.0
2026-08-17,AVUV,CUBI,CUSTOMERS BANCORP INC COMMON STOCK USD1.0,Buy,507.0,0.0
2026-08-17,AVUV,BKE,BUCKLE INC/THE COMMON STOCK USD.01,Buy,494.0,0.0
2026-08-17,AVUV,FSBC,FIVE STAR BANCORP COMMON STOCK,Buy,494.0,0.0
2026-08-17,AVUV,MCBS,METROCITY BANKSHARES INC COMMON STOCK,Buy,494.0,0.0
2026-08-17,AVUV,TWI,TITAN INTERNATIONAL INC COMMON STOCK,Buy,494.0,0.0
2026-08-17,AVUV,VC,VISTEON CORP COMMON STOCK,Buy,494.0,0.0
